removal,coef_var,Layer,Date,n,Sensors
0.6428571428571429,0.05874811285680399,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.6071428571428572,0.0589854027598396,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.5714285714285714,0.0621933098010602,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.5357142857142858,0.06199738048491337,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.5,0.0664991476523181,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.4642857142857143,0.067799294322034645,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.4285714285714286,0.069453972810719,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.3928571428571429,0.07177483467798244,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.3571428571428572,0.0780819275690694,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.3214285714285715,0.08136251628132524,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.2857142857142858,0.08351674743827397,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.25,0.09360060758680783,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.2142857142857143,0.10111793553655493,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.1785714285714286,0.11193590823271511,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.1428571428571429,0.12576982202013035,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.1071428571428572,0.14131733649262157,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.07142857142857151,0.16672486722553334,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.03571428571428581,0.24270394475940751,10cm,2014-05-23,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
1,0.03825317596556438,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.9642857142857143,0.039039917680713646,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.9285714285714286,0.03938759773645109,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.8928571428571429,0.03988187296605815,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.8571428571428572,0.041028335350937334,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.8214285714285714,0.04259129596847767,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.7857142857142857,0.0437846551103402,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.75,0.0442532389068712,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.7142857142857143,0.04425915961668902,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.6785714285714286,0.04798552837483079,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.6428571428571429,0.04692704215312356,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.6071428571428572,0.04912596462524257,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.5714285714285714,0.05032866263359209,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.5357142857142858,0.053804836053961046,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.5,0.05575612071321613,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.4642857142857143,0.05631136466748117,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.4285714285714286,0.0603464923019609,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.3928571428571429,0.06115222280609791,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.3571428571428572,0.0631950276917485,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.3214285714285715,0.06865450206560147,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.2857142857142858,0.06807011500378728,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.25,0.07427224414182308,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.2142857142857143,0.08284805890406939,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.1785714285714286,0.09401744940188819,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.1428571428571429,0.10082434575042909,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.1071428571428572,0.11719359520430492,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.07142857142857151,0.13751735639564042,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.03571428571428581,0.21997978830276965,10cm,2014-05-29,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
1,0.04668366205763957,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.9642857142857143,0.04510086203161321,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.9285714285714286,0.046606543121883136,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.8928571428571429,0.049367524576573014,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.8571428571428572,0.05015622620723141,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.8214285714285714,0.05032944190787741,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.7857142857142857,0.051333797420449315,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.75,0.05095507061758215,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.7142857142857143,0.05560309837267271,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.6785714285714286,0.05438663209434536,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.6428571428571429,0.05855794667086616,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.6071428571428572,0.05840077489524429,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
0.5714285714285714,0.060159018745750664,10cm,2014-05-22,28,"10cm_1,10cm_2,10cm_3,10cm_4,10cm_5,10cm_6,10cm_7,10cm_8,10cm_9,10cm_10,10cm_11,10cm_12,10cm_13,10cm_14,10cm_15,10cm_16,10cm_17,10cm_18,10cm_19,10cm_20,10cm_22,10cm_23,10cm_24,10cm_25,10cm_26,10cm_27,10cm_29,10cm_30"
